DS_SHORT_NAME,DS_URL_TYPE,DS_URL,DS_URL_COMMENTS,PERIOD_AVAIL,DP_DIR_PATH,DP_DIR_HOST,ENTERED
rssm1tpwn,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/tpw/data/,,All,/ftp/public/pub/tpw/data/,GHRC-LT01,
gpm2dgcpex,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/2dvd/gpm_2dvd_campaign_dataset.html,,,,,30-Jul-13
gpmcosmirgcpex,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/gcpex/gpmcosmirgcpex/gpmcosmirgcpex_dataset.html,,,,,6-Aug-13
gpmapr2gcpex,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/gcpex/gcpexapr2gpcex/gpmapr2gcpex_dataset.html,,,,,6-Aug-13
gpmceilgcpex,PI Documentation,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/gcpex/gpmceilgcpex/CEILOMETER_CT25K_UserGuide.pdf,ceilometer instrument guide,,,,26-Aug-13
gpmceilgcpex,Homepage,http://gpm.nsstc.nasa.gov/gcpex,,,,,
gpmceilgcpex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/ceilometer_EC/data/,,All,/ftp/public/gpm_validation/gcpex/ceilometer_EC/data/,GHRC-FC02,
gpmceilgcpex,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/ceilometer_EC/browse/,,All,/ftp/public/gpm_validation/gcpex/ceilometer_EC/browse/,GHRC-FC02,
gpmvisecgcpex,Homepage,http://gpm.nsstc.nasa.gov/gcpex,,,,,
gpmvisecgcpex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/vis_EC/data/,,All,/ftp/public/gpm_validation/gcpex/vis_EC/data/,GHRC-FC02,
gpmvisecgcpex,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/vis_EC/browse/,,All,/ftp/public/gpm_validation/gcpex/vis_EC/browse/,GHRC-FC02,
gpmradmecgcpex,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/radiometer_CARE/browse/,,All,/ftp/public/gpm_validation/gcpex/radiometer_CARE/browse/,GHRC-FC02,
gpmwpecgcpex,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/gcpex/gpmwpecgcpex/gpmwpecgcpex_dataset.html,,,,,28-Oct-13
gpmtpshpgcpex,PI Documentation,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/gcpex/gpmtpshpgcpex/DataFormat_hotplate_gcpex.pdf,data format description,,,,12-Nov-13
gpmtpshpgcpex,Homepage,http://gpm.nsstc.nasa.gov/gcpex,,,,,
gpmtpshpgcpex,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/gcpex/gpmtpshpgcpex/gpmtpshpgcpex_dataset.html,,,,,12-Nov-13
gpmtpshpgcpex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/disdrometers_and_gauges/tps_hotplate/data/,,All,/ftp/public/gpm_validation/gcpex/disdrometers_and_gauges/tps_hotplate/data/,GHRC-FC02,
c4gmipmpr,Data Access,ftp://gpm.nsstc.nasa.gov/camex4/MIPS_Profiling_Radiometer/data/,,All,/ftp/public/camex4/MIPS_Profiling_Radiometer/data/,GHRC-FC02,
amprtbjax,Data Access,ftp://gpm.nsstc.nasa.gov/ampr/jacksonville/data/,,All,/ftp/public/ampr/jacksonville/data/,GHRC-FC02,
amprtbjax,Browse,ftp://gpm.nsstc.nasa.gov/ampr/jacksonville/browse/,,All,/ftp/public/ampr/jacksonville/browse/,GHRC-FC02,
amprtbcp,Data Access,ftp://gpm.nsstc.nasa.gov/ampr/cape/data/,,All,/ftp/public/ampr/cape/data/,GHRC-FC02,
amprtbcp,Browse,ftp://gpm.nsstc.nasa.gov/ampr/cape/browse/,,All,/ftp/public/ampr/cape/browse/,GHRC-FC02,
amprtbtc,Data Access,ftp://gpm.nsstc.nasa.gov/ampr/toga_coare/data/,,All,/ftp/public/ampr/toga_coare/data/,GHRC-FC02,
smgsa,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/data/SANDS/MODIS/GSA/,,All,/ftp/public/pub/data/SANDS/MODIS/GSA/,GHRC-LT01,
gripflt,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/rtmm/rtmm_dataset.html,,,,,10-Jul-12
gripdrop,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripdrop/gripdrop_dataset.html,,,,,17-Jul-12
rssmif08m,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif08w,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif17d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif17d3d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif17m,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif17w,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif15d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif15d3d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif15m,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif15w,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif14d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif14d3d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif14m,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif14w,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif13d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif13d3d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif13m,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif13w,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif11d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif11d3d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif11m,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif11w,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif10d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif10d3d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif10m,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif10w,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif08d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif08d3d,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ssmi_netcdf/ssmi_ssmis_dataset.html,,,,,7-Aug-12
rssmif08d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F8/SSMI/DATA301,,,,,
rssmif08d3d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F8/SSMI/DATA302,,,,,
rssmif08w,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F8/SSMI/DATA303,,,,,
rssmif08m,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F8/SSMI/DATA304,,,,,
rssmif10d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F10/SSMI/DATA301,,,,,
rssmif10d3d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F10/SSMI/DATA302,,,,,
rssmif10w,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F10/SSMI/DATA303,,,,,
rssmif10m,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F10/SSMI/DATA304,,,,,
rssmif11d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F11/SSMI/DATA301,,,,,
rssmif11d3d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F11/SSMI/DATA302,,,,,
rssmif11w,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F11/SSMI/DATA303,,,,,
rssmif11m,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F11/SSMI/DATA304,,,,,
rssmif13d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F13/SSMI/DATA301,,,,,
rssmif13d3d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F13/SSMI/DATA302,,,,,
rssmif13w,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F13/SSMI/DATA303,,,,,
rssmif13m,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F13/SSMI/DATA304,,,,,
rssmif14d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F14/SSMI/DATA301,,,,,
rssmif14d3d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F14/SSMI/DATA302,,,,,
rssmif14w,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F14/SSMI/DATA303,,,,,
rssmif14m,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F14/SSMI/DATA304,,,,,
rssmif15d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F15/SSMI/DATA301,,,,,
rssmif15d3d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F15/SSMI/DATA302,,,,,
rssmif15w,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F15/SSMI/DATA303,,,,,
rssmif15m,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F15/SSMI/DATA304,,,,,
rssmif17d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F17/SSMIS/DATA301,,,,,
rssmif17d3d,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F17/SSMIS/DATA302,,,,,
rssmif17w,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F17/SSMIS/DATA303,,,,,
rssmif17m,DOI,http://dx.doi.org/10.5067/MEASURES/DMSP-F17/SSMIS/DATA304,,,,,
rssmif17d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmis/f17/daily/,,,,,
rssmif17d3d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmis/f17/3day/,,,,,
rssmif17w,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmis/f17/weekly/,,,,,
rssmif17m,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmis/f17/monthly/,,,,,
rssmif08d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f08/daily/,,,,,
rssmif08d3d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f08/3day/,,,,,
rssmif08w,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f08/weekly/,,,,,
rssmif08m,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f08/monthly/,,,,,
rssmif10d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f10/daily/,,,,,
rssmif10d3d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f10/3day/,,,,,
rssmif10w,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f10/weekly/,,,,,
rssmif10m,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f10/monthly/,,,,,
rssmif11d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f11/daily/,,,,,
rssmif11d3d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f11/3day/,,,,,
rssmif11w,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f11/weekly/,,,,,
rssmif11m,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f11/monthly/,,,,,
rssmif13d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f13/daily/,,,,,
rssmif13d3d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f13/3day/,,,,,
rssmif13w,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f13/weekly/,,,,,
rssmif13m,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f13/monthly/,,,,,
rssmif14d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f14/daily/,,,,,
rssmif14d3d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f14/3day/,,,,,
rssmif14w,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f14/weekly/,,,,,
rssmif14m,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f14/monthly/,,,,,
rssmif15d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f15/daily/,,,,,
rssmif15d3d,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f15/3day/,,,,,
rssmif15w,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f15/weekly/,,,,,
rssmif15m,OPeNDAP,http://ghrc.nsstc.nasa.gov/opendap/ssmi/f15/monthly/,,,,,
gpmuhfnoaamc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmuhfnoaamc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/profiler/uhf449/data/,,All,/ftp/public/gpm_validation/mc3e/profiler/uhf449/data/,GHRC-FC02,
gpmmisrepmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmmisrepmc3e/gpmmisrepmc3e_dataset.html,,,,,18-Feb-13
gpmcmmc3e,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/mc3e/gpmcmmc3e/Data_Quality_Overview_Citation_MC3E.pdf,data quality overview,,,,1-Mar-13
gpmcmgcpex,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/cloud_microphyics_Citation/UND_cloud_microphysics/doc/GCPEX_Citation_Data_Quality.pdf,citation data edit overview,,,,1-Mar-13
gpmnavcitmc3e,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/mc3e/gpmnavcitmc3e/Data_Quality_Overview_Citation_MC3E.pdf,data quality overview,,,,1-Mar-13
gpmcmgcpex,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/cloud_microphyics_Citation/UND_cloud_microphysics/doc/GCPEX_UND_Citation_Mission_Summary.pdf,citation mission summary,,,,1-Mar-13
gpmcmgcpex,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/cloud_microphyics_Citation/UND_cloud_microphysics/doc/UNDCitationDataSummary.pdf,UND citation data summary,,,,1-Mar-13
namzeus,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/namma/namzeus/readme-zeus-reprocessed_AMMA_2006.txt,reprocessed data readme,,,,5-Mar-13
gpmsbdminmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmsbandmc3e/gpm_noaa_sband_mc3e.html,,,,,16-May-13
gpmsbdorgmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmsbandmc3e/gpm_noaa_sband_mc3e.html,,,,,16-May-13
gpmsbdrwncmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmsbandmc3e/gpm_noaa_sband_mc3e.html,,,,,16-May-13
gpmsbdrwspcmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmsbandmc3e/gpm_noaa_sband_mc3e.html,,,,,16-May-13
gpmuhfnoaamc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmuhf449mc3e/gpm_noaa_uhf449_mc3e.html,,,,,21-May-13
gpmuhfspcmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmuhf449mc3e/gpm_noaa_uhf449_mc3e.html,,,,,21-May-13
gpmoumesmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmoumesmc3e/gpmoumesmc3e_dataset.html,,,,,31-May-13
gpmsurmetmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmsurmetmc3e/gpmsurmetmc3e_dataset.html,,,,,11-Jun-13
gpmsimorblpvex,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/related_projects/simulated_orbits/GPM_Simulator_Matsui_Oral_AGUFM11.pptx,Development of the Synthetic GPM Simulator upon the MC3E Measurements,,,,27-Jun-13
gpmsimorbmc3e,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/related_projects/simulated_orbits/GPM_Simulator_Matsui_Oral_AGUFM11.pptx,Development of the Synthetic GPM Simulator upon the MC3E Measurements,,,,27-Jun-13
gpmsimorbc3vp,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/related_projects/simulated_orbits/GPM_Simulator_Matsui_Oral_AGUFM11.pptx,Development of the Synthetic GPM Simulator upon the MC3E Measurements,,,,27-Jun-13
gpmsimorbmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/related_projects/simulated_orbits/MC3E/data/,,All,/ftp/public/gpm_validation/related_projects/simulated_orbits/MC3E/data/,GHRC-FC02,25-Jun-13
gpmsimorbtwpice,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/related_projects/simulated_orbits/TWPICE/data/,,All,/ftp/public/gpm_validation/related_projects/simulated_orbits/TWPICE/data/,GHRC-FC02,25-Jun-13
gpmsimorbc3vp,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/related_projects/simulated_orbits/C3VP/data/,,All,/ftp/public/gpm_validation/related_projects/simulated_orbits/C3VP/data/,GHRC-FC02,25-Jun-13
gpmsimorblpvex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/related_projects/simulated_orbits/LPVEX/data/,,All,/ftp/public/gpm_validation/related_projects/simulated_orbits/LPVEX/data/,GHRC-FC02,25-Jun-13
gpmsimorbtwpice,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/related_projects/simulated_orbits/GPM_Simulator_Matsui_Oral_AGUFM11.pptx,Development of the Synthetic GPM Simulator upon the MC3E Measurements,,,,27-Jun-13
gpmsimorblpvex,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/related_projects/simulated_orbits/Simulator_Database_V1.doc,Description of the Synthetic GPM Simulator Database,,,,27-Jun-13
gpmsimorbmc3e,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/related_projects/simulated_orbits/doc/Simulator_Database_V1.doc,Development of the Synthetic GPM Simulator upon the MC3E Measurements,,,,27-Jun-13
gpmsimorbtwpice,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/related_projects/simulated_orbits/Simulator_Database_V1.doc,Description of the Synthetic GPM Simulator Database,,,,27-Jun-13
gpmsimorbc3vp,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/related_projects/simulated_orbits/Simulator_Database_V1.doc,Description of the Synthetic GPM Simulator Database,,,,27-Jun-13
gpmsimorblpvex,Homepage,http://gpm.nsstc.nasa.gov/lpvex.html,,,,,
gpmsimorbmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmsimorbc3vp,Homepage,http://pmm.nasa.gov/science/ground-validation/C3VP/,,,,,
gpmsimorbtwpice,Homepage,http://acrf-campaign.arm.gov/twpice/,,,,,
rssmif10d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif10m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif10w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif11d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif11d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
gpmpagcpex,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/gcpex/gpmpagcpex/DataFormat_parsivel_gcpex.pdf,Parsivel data format documentation,,,,16-Apr-13
gpmpagcpex,Homepage,http://gpm.nsstc.nasa.gov/gcpex,,,,,
gpmpagcpex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/disdrometers_and_gauges/parsivel/data/,,All,/ftp/public/gpm_validation/gcpex/disdrometers_and_gauges/parsivel/data/,GHRC-FC02,
gpmmettecgcpex,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/gcpex/gpmmettecgcpex/GCPEX_Met_Tower_instruments.html,Met Tower Instrument Documentation,,,,30-Apr-13
gpmmettecgcpex,Homepage,http://gpm.nsstc.nasa.gov/gcpex,,,,,
gpmmettecgcpex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/met_tower_EC/data/,,All,/ftp/public/gpm_validation/gcpex/met_tower_EC/data/,GHRC-FC02,
gpmmettecgcpex,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/met_tower_EC/browse/,,All,/ftp/public/gpm_validation/gcpex/met_tower_EC/browse/,GHRC-FC02,
gpmwcrlpvex,Homepage,http://gpm.nsstc.nasa.gov/lpvex.html,,,,,
gpmwcrlpvex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/lpvex/cloud_radar/,,All,/ftp/public/gpm_validation/lpvex/cloud_radar/,GHRC-FC02,
gpmwkacmlpvex,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/lpvex/gpmwkacmlpvex/LPVEX_Dataset_summary_forDAAC2.pdf,dataset summary,,,,18-Jun-13
gpmwkacmlpvex,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/lpvex/gpmwkacmlpvex/UWKA_cloudmicro_ReleaseNotes.pdf,dataset release notes,,,,18-Jun-13
gpmwkacmlpvex,Homepage,http://gpm.nsstc.nasa.gov/lpvex.html,,,,,
gpmwkacmlpvex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/lpvex/UWKA_cloudmicro/,,All,/ftp/public/gpm_validation/lpvex/UWKA_cloudmicro/,GHRC-FC02,
rssmif11m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif11w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif13d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif13d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif13m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif13w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif14d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif14d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif14m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif14w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif15d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
rssmif15d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/2012_Wentz_011012_Version-7_SSMI_Calibration.pdf,SSM/I Version 7 Calibration Report,,,,3-Jul-13
