DS_SHORT_NAME,DS_URL_TYPE,DS_URL,DS_URL_COMMENTS,PERIOD_AVAIL,DP_DIR_PATH,DP_DIR_HOST,ENTERED
c4dmtp,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4dmtp/c4dmtp_dataset.html,,,,,
c4dlase,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4dlase/c4dlase_dataset.html,,,,,
c4dpr2,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4dpr2/c4dpr2_dataset.html,,,,,
c4gxpow,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4gxpow/c4gxpow_dataset.html,,,,,
c4elip,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4elip/c4elip_dataset.html,,,,,
c4gmipss2,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4gmipss2/c4gmipss2_dataset.html,,,,,
c4dlip,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4//c4dlip/c4dlip_dataset.html,,,,,
c4dcm,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4dcm/c4dcm_dataset.html,,,,,
c4gmipfm,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4gmipfm/c4gmipfm_dataset.html,,,,,
c4gmipsod,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4gmipsod/c4gmipsod_dataset.html,,,,,
namapr2,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/namma/namapr2/namapr2_dataset.html,,,,,
c4dnevzor,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4eedop,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4sg8,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4gmipwp,Homepage,http://camex.nsstc.nasa.gov/,,,,,
aces1efm,Homepage,http://aces.nsstc.nasa.gov/,,,,,
aces1trig,Homepage,http://aces.nsstc.nasa.gov/,,,,,
c4gmipclo,Homepage,http://camex.nsstc.nasa.gov/,,,,,
namcaps,Homepage,http://namma.nsstc.nasa.gov/,,,,,
vaiconus,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
er2mams,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
c4dmtp,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4dlase,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4dpr2,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4gxpow,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4elip,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4gmipss2,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4dlip,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4dcm,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4gmipfm,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4gmipsod,Homepage,http://camex.nsstc.nasa.gov/,,,,,
namapr2,Homepage,http://namma.nsstc.nasa.gov/,,,,,
c4p3vid,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4p3vid/c4p3vid_dataset.html,,,,,
otdlip,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis/att.txt,,,,,
tmiwop,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/tmiwop/v04_TMI_RSS_update.pdf,,,,,
tcspgrsw,Browse,ftp://airbornescience.nsstc.nasa.gov/tcsp/grsw/browse/,,All,/ftp/public/tcsp/grsw/browse/,,
gpmnavcitgcpex,Homepage,http://gpm.nsstc.nasa.gov/gcpex,,,,,
gpmnavcitgcpex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/nav_citation/data/,,All,/ftp/public/gpm_validation/gcpex/nav_citation/data/,GHRC-FC02,
gpmuhfspcmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
amprtbf3a,Browse,ftp://ghrc.nsstc.nasa.gov/pub/browse/ampr/fire3ace/,,All,,,
amprtbta,Browse,ftp://ghrc.nsstc.nasa.gov/pub/browse/ampr/tefluna/,,All,,,
olsana,Browse,ftp://ghrc.nsstc.nasa.gov/pub/browse/ols/ols-mrg/,,All,/ftp/public/pub/browse/ols/ols-mrg/,GHRC-LT01,
amprtblba,Browse,ftp://ghrc.nsstc.nasa.gov/pub/browse/ampr/trmmlba/,,All,,,
olsdig12,Browse,ftp://ghrc.nsstc.nasa.gov/pub/browse/ols/ols-f12/,,,,,
olsdig10,Browse,ftp://ghrc.nsstc.nasa.gov/pub/browse/ols/ols-f10/,,,,,
olsana,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ols/extractols.c,Read software,,,,
gailong,Browse,http://thunder.msfc.nasa.gov/cgi-bin/nldn-lr/nldn_lr_cal.pl?date=2003+November,,,,,
goodlitnB,Browse,http://lightning.nsstc.nasa.gov/cgi-bin/nldn/nldn_cal.pl?1998+January,,,,,
lislipG,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis/LISOTD_1.1.tar.gz,,,,,
amprtbkwj,Browse,ftp://ghrc.nsstc.nasa.gov/pub/browse/ampr/kwajex/,,All,,,
gdslightn,Browse,http://lightning.nsstc.nasa.gov/cgi-bin/nldn/nldn_cal.pl?1998+January,,,,,
daylightnB,Browse,http://lightning.nsstc.nasa.gov/cgi-bin/nldn/nldn_cal.pl?1998+January,,,,,
ldarB,Browse,http://lightning.nsstc.nasa.gov/cgi-bin/ldar/ldar_cal.pl?1997+January,,All,,,
ldarraw,Browse,http://lightning.nsstc.nasa.gov/cgi-bin/ldar/ldar_cal.pl?1997+January,,All,,,
lislip,Browse,ftp://ghrc.nsstc.nasa.gov/pub/browse/lis/lis-qc/,,All,/ftp/public/pub/browse/lis/lis-qc/,GHRC-LT01,
c4eampr,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/AMPR/browse/,,All,/ftp/public/camex4/AMPR/browse/,,
c4eehad,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/Dropsonde_ER-2/browse/,,All,/ftp/public/camex4/Dropsonde_ER-2/browse/,,
c4gsmart,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/SMART-R/browse/,,All,/ftp/public/camex4/SMART-R/browse/,,
c4ehamsr,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/HAMSR/browse/,,All,/ftp/public/camex4/HAMSR/browse/,,
amsua16sp,Browse,ftp://ghrc.nsstc.nasa.gov/pub/browse/amsu-a/noaa-16/,,,,,
c4dicats,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/NAV_DC-8/browse/,,All,/ftp/public/camex4/NAV_DC-8/browse/,,
c4dd8d,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/Dropsonde_DC-8/browse/,,All,/ftp/public/camex4/Dropsonde_DC-8/browse/,,
c4enav,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/NAV_ER-2/browse/,,All,/ftp/public/camex4/NAV_ER-2/browse/,,
c4dcstar,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/C-STAR/browse/,,All,/ftp/public/camex4/C-STAR/browse/,,
tcspmtp,Browse,ftp://airbornescience.nsstc.nasa.gov/tcsp/mtp/browse/,,All,/ftp/public/tcsp/mtp/browse/,,
tcspmas,Browse,ftp://airbornescience.nsstc.nasa.gov/tcsp/mas/browse/,,All,/ftp/public/tcsp/mas/browse/,,
tcspcrs,Browse,ftp://airbornescience.nsstc.nasa.gov/tcsp/crs/browse/,,All,/ftp/public/tcsp/crs/browse/,,
globalir,Browse,http://weather.msfc.nasa.gov/GOES/globalir.html,,,,,
tcspedop,Browse,ftp://airbornescience.nsstc.nasa.gov/tcsp/edop/browse/,,All,/ftp/public/tcsp/edop/browse/,,
tcsplip,Browse,ftp://airbornescience.nsstc.nasa.gov/tcsp/lip/browse/,,All,/ftp/public/tcsp/lip/browse/,,
tcsphamsr,Browse,ftp://airbornescience.nsstc.nasa.gov/tcsp/hamsr/browse/,,All,/ftp/public/tcsp/hamsr/browse/,,
c4emas,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/MAS/browse/,,All,/ftp/public/camex4/MAS/browse/,,
tcspampr,Browse,ftp://airbornescience.nsstc.nasa.gov/tcsp/ampr/browse/,,All,/ftp/public/tcsp/ampr/browse/,,
c4emtp,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/MTP_ER-2/browse/,,All,/ftp/public/camex4/MTP_ER-2/browse/,,
c4eedop,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/EDOP/browse/,,All,/ftp/public/camex4/EDOP/browse/,,
c4gmipwp,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/MIPS_Wind_Profiler/browse/,,,/ftp/public/camex4/MIPS_Wind_Profiler/browse/,,
tcspgoes,Browse,ftp://airbornescience.nsstc.nasa.gov/tcsp/goes/browse/,,All,/ftp/public/tcsp/goes/browse/,,
c4gnpol,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/NPOL/browse/,,All,/ftp/public/camex4/NPOL/browse/,,
amprtbcx3,Browse,ftp://camex.nsstc.nasa.gov/camex3/amprtbcx3/browse/,,All,,,
nam2ds,Homepage,http://namma.nsstc.nasa.gov/,,,,,
namcobalt,Homepage,http://namma.nsstc.nasa.gov/,,,,,
namdblue,Homepage,http://namma.nsstc.nasa.gov/,,,,,
amprtbjax,Homepage,http://ampr.nsstc.nasa.gov/,,,,,
tcspgrsw,Homepage,http://tcsp.nsstc.nasa.gov/,,,,,
cmx3g8,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
namzeus,Homepage,http://namma.nsstc.nasa.gov/,,,,,
dc8capacv,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
cmx3aeri,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
amprtbf3a,Homepage,http://ampr.nsstc.nasa.gov/,,,,,
amprtbta,Homepage,http://ampr.nsstc.nasa.gov/,,,,,
nammms,Homepage,http://namma.nsstc.nasa.gov/,,,,,
amprtbcx2,Homepage,http://ampr.nsstc.nasa.gov/,,,,,
amprtbcx1,Homepage,http://ampr.nsstc.nasa.gov/,,,,,
namdlh,Homepage,http://namma.nsstc.nasa.gov/,,,,,
dc8dads,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
amprtblba,Homepage,http://ampr.nsstc.nasa.gov/,,,,,
tmiwop,Homepage,http://www.ssmi.com/tmi/tmi_description.html,,,,,
goeswvt,Homepage,http://wwwghcc.msfc.nasa.gov/irgrp/wvti.html/,,,,,
dc8laserh,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
tcspmisrep,Homepage,http://tcsp.nsstc.nasa.gov/,,,,,
otdlip,Homepage,http://lightning.nsstc.nasa.gov/data/,,,,,
gailong,Homepage,http://lightning.nsstc.nasa.gov/data/,,,,,
goodlitnB,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
olsana,Homepage,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ols/ols_dataset.html,,,,,
olsdig12,Homepage,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ols/ols_dataset.html,,,,,
amprtbcp,Homepage,http://ampr.nsstc.nasa.gov/,,,,,
dc8macaws,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
dc8jplsaw,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
dc8capac,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
cmx3srl,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
er2mts,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
amprtbkwj,Homepage,http://ampr.nsstc.nasa.gov/,,,,,
gdslightn,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lislipB,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
daylightnB,Homepage,http://lightning.nsstc.nasa.gov/data/,,,,,
dc8mms,Homepage,http://camex.nsstc.nasa.gov/camex3/,,,,,
ldarB,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lislipG,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
ldarraw,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lislip,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
c4eampr,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4enlh,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4eehad,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4dmms,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4gsmart,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4dvid,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4aaero,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4gmisrep,Homepage,http://camex.nsstc.nasa.gov/,,,,,
namcvi,Homepage,http://namma.nsstc.nasa.gov/,,,,,
namlase,Homepage,http://namma.nsstc.nasa.gov/,,,,,
c4p3flt,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4ehamsr,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4dcvi,Homepage,http://camex.nsstc.nasa.gov/,,,,,
trmlbalip,Homepage,http://lightning.nsstc.nasa.gov/data/,,,,,
namtoga,Homepage,http://namma.nsstc.nasa.gov/,,,,,
c4eo3p,Homepage,http://camex.nsstc.nasa.gov/,,,,,
aces1cont,Homepage,http://aces.nsstc.nasa.gov/,,,,,
c4dicats,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4dd8d,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4enav,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4dcstar,Homepage,http://camex.nsstc.nasa.gov/,,,,,
tcspmtp,Homepage,http://tcsp.nsstc.nasa.gov/,,,,,
tcspmas,Homepage,http://tcsp.nsstc.nasa.gov/,,,,,
tcspcrs,Homepage,http://tcsp.nsstc.nasa.gov/,,,,,
amprtbtc,Homepage,http://ampr.nsstc.nasa.gov/,,,,,
olsdig10,Homepage,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ols/ols_dataset.html,,,,,
tcspedop,Homepage,http://tcsp.nsstc.nasa.gov/,,,,,
tcsplip,Homepage,http://tcsp.nsstc.nasa.gov/,,,,,
tcsphamsr,Homepage,http://tcsp.nsstc.nasa.gov/,,,,,
c4gmipmpr,Homepage,http://camex.nsstc.nasa.gov/,,,,,
namukatd,Homepage,http://namma.nsstc.nasa.gov/,,,,,
c4emas,Homepage,http://camex.nsstc.nasa.gov/,,,,,
tcspampr,Homepage,http://tcsp.nsstc.nasa.gov/,,,,,
c4p3vid,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4emtp,Homepage,http://camex.nsstc.nasa.gov/,,,,,
c4djlh,Homepage,http://camex.nsstc.nasa.gov/,,,,,
nam2ds,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/namma/nam2ds/nam2ds_dataset.html,,,,,
namcobalt,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/namma/namcobalt/namcobalt_dataset.html,,,,,
namdblue,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/namma/namdblue/namdblue_dataset.html,,,,,
amprtbjax,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ampr/ampr_dataset.html,,,,,
tcspgrsw,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/tcsp/tcspgrsw/tcspgrsw_dataset.html,,,,,
cmx3g8,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex3/cmx3g8/cmx3g8_dataset.html,,,,,
namzeus,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/namma/namzeus/namzeus_dataset.html,,,,,
dc8capacv,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex3/dc8capac/dc8capac_dataset.html,,,,,
cmx3aeri,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex3/cmx3aeri/cmx3aeri_dataset.html,,,,,
amprtbf3a,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ampr/ampr_dataset.html,,,,,
amprtbta,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ampr/ampr_dataset.html,,,,,
nammms,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/namma/nammms/nammms_dataset.html,,,,,
amprtbcx2,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ampr/ampr_dataset.html,,,,,
amprtbcx1,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ampr/ampr_dataset.html,,,,,
namdlh,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/namma/namdlh/namdlh_dataset.html,,,,,
dc8dads,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex3/dc8dads/dc8dads_dataset.html,,,,,
amprtblba,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ampr/ampr_dataset.html,,,,,
tmiwop,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/tmiwop/tmiwop_dataset.html,,,,,
goeswvt,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/goeswvt/goeswvt_dataset.html,,,,,
dc8laserh,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex3/dc8laserh/dc8laserh_dataset.html,,,,,
tcspmisrep,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/tcsp/tcspmisrep/tcspmisrep_dataset.html,,,,,
otdlip,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/otd/otd_dataset.html,,,,,
gailong,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gailong/gailong_dataset.html,,,,,
goodlitnB,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/nldn/lightning_dataset.html,,,,,
olsana,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ols/ols_dataset.html,,,,,
olsdig12,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ols/ols_dataset.html,,,,,
amprtbcp,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ampr/ampr_dataset.html,,,,,
dc8macaws,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex3/dc8macaws/dc8macaws_dataset.html,,,,,
dc8jplsaw,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex3/dc8jplsaw/dc8jplsaw_dataset.html,,,,,
dc8capac,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex3/dc8capac/dc8capac_dataset.html,,,,,
cmx3srl,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex3/cmx3srl/cmx3srl_dataset.html,,,,,
er2mts,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex3/er2mts/er2mts_dataset.html,,,,,
amprtbkwj,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ampr/ampr_dataset.html,,,,,
gdslightn,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/nldn/gai_dataset.html,,,,,
lislipB,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis/lis_dataset.html,,,,,
daylightnB,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/nldn/lightning_dataset.html,,,,,
dc8mms,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex3/dc8mms/dc8mms_dataset.html,,,,,
ldarB,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ldar/ldar_dataset.html,,,,,
lislipG,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis/lis_dataset.html,,,,,
ldarraw,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/ldar/ldar_dataset.html,,,,,
lislip,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis/lis_dataset.html,,,,,
c4eampr,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4eampr/ampr_dataset.html,,,,,
c4enlh,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4enlh/c4enlh_dataset.html,,,,,
c4eehad,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4eehad/c4eehad_dataset.html,,,,,
c4dmms,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4dmms/cc4dmms_dataset.html,,,,,
c4gsmart,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4gsmart/c4gsmart_dataset.html,,,,,
c4dvid,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4dvid/c4dvid_dataset.html,,,,,
c4aaero,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4aaero/c4aaero_dataset.html,,,,,
c4gmisrep,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4gmisrep/c4gmisrep_dataset.html,,,,,
namcvi,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/namma/namcvi/namcvi_dataset.html,,,,,
namlase,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/namma/namlase/namlase_dataset.html,,,,,
c4p3flt,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/camex4/c4p3flt/c4p3flt_dataset.html,,,,,
namsenrg,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/namma/namsenrg/namsenrg_dataset.html,,,,,
namsenrg,Homepage,http://namma.nsstc.nasa.gov/,,,,,
goodlitn,Browse,http://lightning.nsstc.nasa.gov/cgi-bin/nldn/nldn_cal.pl?1998+January,,,,,
daylightn,Browse,http://lightning.nsstc.nasa.gov/cgi-bin/nldn/nldn_cal.pl?1998+January,,,,,
amsua15sp,Browse,ftp://ghrc.nsstc.nasa.gov/pub/browse/amsu-a/noaa-15/,,,,,
lislipB,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/browse/lis/lis-qc/,,All,/ftp/public/pub/browse/lis/lis-qc/,GHRC-LT01,
c4gmipss1,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/MIPS_Surface_Station_1/browse/,,,/ftp/public/camex4/MIPS_Surface_Station_1/browse/,,
c4gmipclo,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/MIPS_Ceilometer/browse/,,,/ftp/public/camex4/MIPS_Ceilometer/browse/,,
c4dmtp,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/MTP_DC-8/browse/,,All,/ftp/public/camex4/MTP_DC-8/browse/,,
c4dlase,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/LASE/browse/,,All,/ftp/public/camex4/LASE/browse/,,
c4dpr2,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/PR-2/browse/,,All,/ftp/public/camex4/PR-2/browse/,,
c4elip,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/LIP_ER-2/browse/,,All,/ftp/public/camex4/LIP_ER-2/browse/,,
c4gmipss2,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/MIPS_Surface_Station_2/browse/,,,/ftp/public/camex4/MIPS_Surface_Station_2/browse/,,
c4dcm,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/Cloud_Microphysics/browse/,,All,/ftp/public/camex4/Cloud_Microphysics/browse/,,
c4gmipsod,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/MIPS_Sodar/browse/,,,/ftp/public/camex4/MIPS_Sodar/browse/,,
tmiwop,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/data/tmi-op/,,All,/ftp/public/pub/data/tmi-op/,GHRC-LT01,
lislipG,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/data/lis/backgrounds/,,,/ftp/public/pub/data/lis/backgrounds/,GHRC-LT01,
lislipG,Browse,ftp://ghrc.nsstc.nasa.gov/pub/browse/lis/lis-qc/,,All,/ftp/public/pub/browse/lis/lis-qc/,GHRC-LT01,
gpmhiwrapmc3e,Related URLs,http://campaign.arm.gov/mc3e/,,,,,
gpmhiwrapmc3e,Related URLs,http://pmm.nasa.gov/GPM,,,,,
vaistroke,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/vaistroke/vaistroke_dataset.html,,,,,
vaistroke,Homepage,http:/lightning.nsstc.nasa.gov/data/,,,,,
tcspgrsw,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/grsw/data/,,All,/ftp/public/tcsp/grsw/data/,GHRC-FC02,
tcspgoes,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/goes/data/,,All,/ftp/public/tcsp/goes/data/,GHRC-FC02,
tcspmtp,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/mtp/data/,,All,/ftp/public/tcsp/mtp/data/,GHRC-FC02,
tcspmas,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/mas/data/,,P1D,/ftp/public/tcsp/mas/data/,GHRC-FC02,
tcspcrs,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/crs/data/,,All,/ftp/public/tcsp/crs/data/,GHRC-FC02,
tcspmisrep,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/mission_reports/data/,,All,/ftp/public/tcsp/mission_reports/data/,GHRC-FC02,
c4enlh,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/NOAA_Hygrometer/data/,,All,/ftp/public/camex4/NOAA_Hygrometer/data/,GHRC-FC02,
tcsphamsr,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/hamsr/data/,,All,/ftp/public/tcsp/hamsr/data/,GHRC-FC02,
tcspampr,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/ampr/data/,,All,/ftp/public/tcsp/ampr/data/,GHRC-FC02,
tcsptico,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/ticosonde/data/,,All,/ftp/public/tcsp/ticosonde/data/,GHRC-FC02,
c4gmisrep,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/Mission_Reports/data/,,All,/ftp/public/camex4/Mission_Reports/data/,GHRC-FC02,
tcspaero,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/aerosonde/data/,,All,/ftp/public/tcsp/aerosonde/data/,GHRC-FC02,
tcspedop,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/edop/data/,,All,/ftp/public/tcsp/edop/data/,GHRC-FC02,
tcsplip,Data Access,ftp://airbornescience.nsstc.nasa.gov/tcsp/lip/data/,,All,/ftp/public/tcsp/lip/data/,GHRC-FC02,
c4eampr,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/AMPR/data/,,All,/ftp/public/camex4/AMPR/data/,GHRC-FC02,
c4eehad,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/Dropsonde_ER-2/data/,,All,/ftp/public/camex4/Dropsonde_ER-2/data/,GHRC-FC02,
c4dmms,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/MMS/data/,,All,/ftp/public/camex4/MMS/data/,GHRC-FC02,
c4gsmart,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/SMART-R/data/,,All,/ftp/public/camex4/SMART-R/data/,GHRC-FC02,
c4aaero,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/Aerosonde/data/,,All,/ftp/public/camex4/Aerosonde/data/,GHRC-FC02,
c4ehamsr,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/HAMSR/data/,,All,/ftp/public/camex4/HAMSR/data/,GHRC-FC02,
c4dcvi,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/CVI/data/,,All,/ftp/public/camex4/CVI/data/,GHRC-FC02,
gpmhiwrapmc3e,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/hiwrap/doc/HIWRAP_data_mc3e_v0.docx,PI HIWRAP readme,,,,
